ID,PageNo.,DocName,Year,Coordinator,Prof,Student Name,Neighborhood,Borough,Address,oldLat,oldLong,Latitude,Longitude,DocLink,DocType,Tags
1161,016,GSAPPCOREIII_,2017,HILARY SAMPLE,ERIC BUNGE,,SOUTH BRONX,BRONX ,"SOUTH BRONX, BRONX ",40.8177,-73.9184,40.8177,-73.9134,./pages/2017_GSAPPCOREIII_016.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, SITE ANALYSIS, FINANCE/POLICY"
1162,017,GSAPPCOREIII_,2017,HILARY SAMPLE,ERIC BUNGE,,SOUTH BRONX,BRONX ,"SOUTH BRONX, BRONX ",40.8177,-73.9184,40.8216,-73.9156,./pages/2017_GSAPPCOREIII_017.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, SITE ANALYSIS, FINANCE/POLICY"
1163,018,GSAPPCOREIII_,2017,HILARY SAMPLE,ERIC BUNGE,,SOUTH BRONX,BRONX ,"SOUTH BRONX, BRONX ",40.8177,-73.9184,40.8200,-73.9174,./pages/2017_GSAPPCOREIII_018.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, SITE ANALYSIS, FINANCE/POLICY"
1164,019,GSAPPCOREIII_,2017,HILARY SAMPLE,GALIA SOLOMONOFF,,SOUTH BRONX,BRONX ,"SOUTH BRONX, BRONX ",40.8177,-73.9184,40.8198,-73.9183,./pages/2017_GSAPPCOREIII_019.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, SITE ANALYSIS, FINANCE/POLICY"
1165,020,GSAPPCOREIII_,2017,HILARY SAMPLE,GALIA SOLOMONOFF,,SOUTH BRONX,BRONX ,"SOUTH BRONX, BRONX ",40.8177,-73.9184,40.8201,-73.9131,./pages/2017_GSAPPCOREIII_020.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, SITE ANALYSIS, FINANCE/POLICY"
1166,021,GSAPPCOREIII_,2017,HILARY SAMPLE,GALIA SOLOMONOFF,,SOUTH BRONX,BRONX ,"SOUTH BRONX, BRONX ",40.8177,-73.9184,40.8188,-73.9179,./pages/2017_GSAPPCOREIII_021.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, SITE ANALYSIS, FINANCE/POLICY"
1167,022,GSAPPCOREIII_,2017,HILARY SAMPLE,HILARY SAMPLE,,SOUTH BRONX,BRONX ,"SOUTH BRONX, BRONX ",40.8177,-73.9184,40.8225,-73.9128,./pages/2017_GSAPPCOREIII_022.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, SITE ANALYSIS, FINANCE/POLICY"
1168,023,GSAPPCOREIII_,2017,HILARY SAMPLE,HILARY SAMPLE,,SOUTH BRONX,BRONX ,"SOUTH BRONX, BRONX ",40.8177,-73.9184,40.8224,-73.9129,./pages/2017_GSAPPCOREIII_023.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, SITE ANALYSIS, FINANCE/POLICY"
1169,024,GSAPPCOREIII_,2017,HILARY SAMPLE,HILARY SAMPLE,,SOUTH BRONX,BRONX ,"SOUTH BRONX, BRONX ",40.8177,-73.9184,40.8228,-73.9137,./pages/2017_GSAPPCOREIII_024.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, SITE ANALYSIS, FINANCE/POLICY"
1170,025,GSAPPCOREIII_,2017,HILARY SAMPLE,HILARY SAMPLE,,SOUTH BRONX,BRONX ,"SOUTH BRONX, BRONX ",40.8177,-73.9184,40.8210,-73.9174,./pages/2017_GSAPPCOREIII_025.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, SITE ANALYSIS, FINANCE/POLICY"
1171,026,GSAPPCOREIII_,2017,HILARY SAMPLE,HILARY SAMPLE,,SOUTH BRONX,BRONX ,"SOUTH BRONX, BRONX ",40.8177,-73.9184,40.8178,-73.9153,./pages/2017_GSAPPCOREIII_026.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, SITE ANALYSIS, FINANCE/POLICY"
1172,027,GSAPPCOREIII_,2017,HILARY SAMPLE,JINHEE PARK,,SOUTH BRONX,BRONX ,"SOUTH BRONX, BRONX ",40.8177,-73.9184,40.8185,-73.9145,./pages/2017_GSAPPCOREIII_027.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, SITE ANALYSIS, FINANCE/POLICY"
1173,028,GSAPPCOREIII_,2017,HILARY SAMPLE,JINHEE PARK,,SOUTH BRONX,BRONX ,"SOUTH BRONX, BRONX ",40.8177,-73.9184,40.8186,-73.9141,./pages/2017_GSAPPCOREIII_028.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, SITE ANALYSIS, FINANCE/POLICY"
1174,029,GSAPPCOREIII_,2017,HILARY SAMPLE,JINHEE PARK,,SOUTH BRONX,BRONX ,"SOUTH BRONX, BRONX ",40.8177,-73.9184,40.8223,-73.9176,./pages/2017_GSAPPCOREIII_029.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, SITE ANALYSIS, FINANCE/POLICY"
1175,030,GSAPPCOREIII_,2017,HILARY SAMPLE,JINHEE PARK,,SOUTH BRONX,BRONX ,"SOUTH BRONX, BRONX ",40.8177,-73.9184,40.8233,-73.9158,./pages/2017_GSAPPCOREIII_030.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, SITE ANALYSIS, FINANCE/POLICY"
1176,031,GSAPPCOREIII_,2017,HILARY SAMPLE,MARIO GOODEN,,SOUTH BRONX,BRONX ,"SOUTH BRONX, BRONX ",40.8177,-73.9184,40.8185,-73.9158,./pages/2017_GSAPPCOREIII_031.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, SITE ANALYSIS, FINANCE/POLICY"
1177,032,GSAPPCOREIII_,2017,HILARY SAMPLE,MARIO GOODEN,,SOUTH BRONX,BRONX ,"SOUTH BRONX, BRONX ",40.8177,-73.9184,40.8236,-73.9150,./pages/2017_GSAPPCOREIII_032.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, SITE ANALYSIS, FINANCE/POLICY"
1178,033,GSAPPCOREIII_,2017,HILARY SAMPLE,MARIO GOODEN,,SOUTH BRONX,BRONX ,"SOUTH BRONX, BRONX ",40.8177,-73.9184,40.8181,-73.9135,./pages/2017_GSAPPCOREIII_033.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, SITE ANALYSIS, FINANCE/POLICY"
1179,001,GSAPPCOREIII_,2018,HILARY SAMPLE,ADAM FRAMPTON,,CROTONA PARK,BRONX ,"CROTONA PARK, BRONX ",40.8400,-73.8953,40.8417,-73.8933,./pages/2018_GSAPPCOREIII_001.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, SITE ANALYSIS, FINANCE/POLICY"
1180,002,GSAPPCOREIII_,2018,HILARY SAMPLE,ADAM FRAMPTON,,CROTONA PARK,BRONX ,"CROTONA PARK, BRONX ",40.8400,-73.8953,40.8414,-73.8913,./pages/2018_GSAPPCOREIII_002.jpg,,
1181,003,GSAPPCOREIII_,2018,HILARY SAMPLE,ADAM FRAMPTON,,CROTONA PARK,BRONX ,"CROTONA PARK, BRONX ",40.8400,-73.8953,40.8415,-73.8932,./pages/2018_GSAPPCOREIII_003.jpg,,
1182,004,GSAPPCOREIII_,2018,HILARY SAMPLE,ADAM FRAMPTON,,CROTONA PARK,BRONX ,"CROTONA PARK, BRONX ",40.8400,-73.8953,40.8452,-73.8919,./pages/2018_GSAPPCOREIII_004.jpg,,
1183,005,GSAPPCOREIII_,2018,HILARY SAMPLE,ADAM FRAMPTON,,CROTONA PARK,BRONX ,"CROTONA PARK, BRONX ",40.8400,-73.8953,40.8434,-73.8936,./pages/2018_GSAPPCOREIII_005.jpg,,
1184,006,GSAPPCOREIII_,2018,HILARY SAMPLE,DAISY AMES,,CROTONA PARK,BRONX ,"CROTONA PARK, BRONX ",40.8400,-73.8953,40.8450,-73.8910,./pages/2018_GSAPPCOREIII_006.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, SITE ANALYSIS, FINANCE/POLICY"
1185,007,GSAPPCOREIII_,2018,HILARY SAMPLE,DAISY AMES,,CROTONA PARK,BRONX ,"CROTONA PARK, BRONX ",40.8400,-73.8953,40.8424,-73.8921,./pages/2018_GSAPPCOREIII_007.jpg,,
1186,008,GSAPPCOREIII_,2018,HILARY SAMPLE,DAISY AMES,,CROTONA PARK,BRONX ,"CROTONA PARK, BRONX ",40.8400,-73.8953,40.8410,-73.8903,./pages/2018_GSAPPCOREIII_008.jpg,,
1187,009,GSAPPCOREIII_,2018,HILARY SAMPLE,DAISY AMES,,CROTONA PARK,BRONX ,"CROTONA PARK, BRONX ",40.8400,-73.8953,40.8405,-73.8894,./pages/2018_GSAPPCOREIII_009.jpg,,
1188,010,GSAPPCOREIII_,2018,HILARY SAMPLE,DAISY AMES,,CROTONA PARK,BRONX ,"CROTONA PARK, BRONX ",40.8400,-73.8953,40.8437,-73.8919,./pages/2018_GSAPPCOREIII_010.jpg,,
1189,011,GSAPPCOREIII_,2018,HILARY SAMPLE,ERIC BUNGE,,CROTONA PARK,BRONX ,"CROTONA PARK, BRONX ",40.8400,-73.8953,40.8435,-73.8904,./pages/2018_GSAPPCOREIII_011.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, SITE ANALYSIS, FINANCE/POLICY"
1190,012,GSAPPCOREIII_,2018,HILARY SAMPLE,ERIC BUNGE,,CROTONA PARK,BRONX ,"CROTONA PARK, BRONX ",40.8400,-73.8953,40.8427,-73.8948,./pages/2018_GSAPPCOREIII_012.jpg,,
1191,013,GSAPPCOREIII_,2018,HILARY SAMPLE,ERIC BUNGE,,CROTONA PARK,BRONX ,"CROTONA PARK, BRONX ",40.8400,-73.8953,40.8418,-73.8907,./pages/2018_GSAPPCOREIII_013.jpg,,
1192,014,GSAPPCOREIII_,2018,HILARY SAMPLE,GABRIELA ETCHEGARAY,,CROTONA PARK,BRONX ,"CROTONA PARK, BRONX ",40.8400,-73.8953,40.8441,-73.8911,./pages/2018_GSAPPCOREIII_014.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, SITE ANALYSIS, FINANCE/POLICY"
1193,015,GSAPPCOREIII_,2018,HILARY SAMPLE,GABRIELA ETCHEGARAY,,CROTONA PARK,BRONX ,"CROTONA PARK, BRONX ",40.8400,-73.8953,40.8458,-73.8917,./pages/2018_GSAPPCOREIII_015.jpg,,
1194,016,GSAPPCOREIII_,2018,HILARY SAMPLE,GALIA SOLOMONOFF,,CROTONA PARK,BRONX ,"CROTONA PARK, BRONX ",40.8400,-73.8953,40.8403,-73.8904,./pages/2018_GSAPPCOREIII_016.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, SITE ANALYSIS, FINANCE/POLICY"
1195,017,GSAPPCOREIII_,2018,HILARY SAMPLE,GALIA SOLOMONOFF,,CROTONA PARK,BRONX ,"CROTONA PARK, BRONX ",40.8400,-73.8953,40.8427,-73.8926,./pages/2018_GSAPPCOREIII_017.jpg,,
1196,018,GSAPPCOREIII_,2018,HILARY SAMPLE,GALIA SOLOMONOFF,,CROTONA PARK,BRONX ,"CROTONA PARK, BRONX ",40.8400,-73.8953,40.8419,-73.8924,./pages/2018_GSAPPCOREIII_018.jpg,,
1197,019,GSAPPCOREIII_,2018,HILARY SAMPLE,GALIA SOLOMONOFF,,CROTONA PARK,BRONX ,"CROTONA PARK, BRONX ",40.8400,-73.8953,40.8433,-73.8897,./pages/2018_GSAPPCOREIII_019.jpg,,
1198,020,GSAPPCOREIII_,2018,HILARY SAMPLE,HILARY SAMPLE,,CROTONA PARK,BRONX ,"CROTONA PARK, BRONX ",40.8400,-73.8953,40.8459,-73.8895,./pages/2018_GSAPPCOREIII_020.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, SITE ANALYSIS, FINANCE/POLICY"
1199,021,GSAPPCOREIII_,2018,HILARY SAMPLE,HILARY SAMPLE,,CROTONA PARK,BRONX ,"CROTONA PARK, BRONX ",40.8400,-73.8953,40.8440,-73.8894,./pages/2018_GSAPPCOREIII_021.jpg,,
1200,022,GSAPPCOREIII_,2018,HILARY SAMPLE,HILARY SAMPLE,,CROTONA PARK,BRONX ,"CROTONA PARK, BRONX ",40.8400,-73.8953,40.8435,-73.8921,./pages/2018_GSAPPCOREIII_022.jpg,,
1201,023,GSAPPCOREIII_,2018,HILARY SAMPLE,HILARY SAMPLE,,CROTONA PARK,BRONX ,"CROTONA PARK, BRONX ",40.8400,-73.8953,40.8422,-73.8927,./pages/2018_GSAPPCOREIII_023.jpg,,
1202,024,GSAPPCOREIII_,2018,HILARY SAMPLE,HILARY SAMPLE,,CROTONA PARK,BRONX ,"CROTONA PARK, BRONX ",40.8400,-73.8953,40.8440,-73.8945,./pages/2018_GSAPPCOREIII_024.jpg,,
1203,025,GSAPPCOREIII_,2018,HILARY SAMPLE,HILARY SAMPLE,,CROTONA PARK,BRONX ,"CROTONA PARK, BRONX ",40.8400,-73.8953,40.8450,-73.8904,./pages/2018_GSAPPCOREIII_025.jpg,,
1204,026,GSAPPCOREIII_,2018,HILARY SAMPLE,ILIAS PAPAGEORGIOU,,CROTONA PARK,BRONX ,"CROTONA PARK, BRONX ",40.8400,-73.8953,40.8413,-73.8945,./pages/2018_GSAPPCOREIII_026.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, SITE ANALYSIS, FINANCE/POLICY"
1205,027,GSAPPCOREIII_,2018,HILARY SAMPLE,ILIAS PAPAGEORGIOU,,CROTONA PARK,BRONX ,"CROTONA PARK, BRONX ",40.8400,-73.8953,40.8449,-73.8900,./pages/2018_GSAPPCOREIII_027.jpg,,
1206,028,GSAPPCOREIII_,2018,HILARY SAMPLE,MARIO GOODEN,,CROTONA PARK,BRONX ,"CROTONA PARK, BRONX ",40.8400,-73.8953,40.8441,-73.8942,./pages/2018_GSAPPCOREIII_028.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, SITE ANALYSIS, FINANCE/POLICY"
1207,001,GSAPPCOREIII_,2019,HILARY SAMPLE,ADAM FRAMPTON,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8290,-73.9074,./pages/2019_GSAPPCOREIII_001.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, GOV. AGENCY PARTNERSHIP, SITE ANALYSIS, FINANCE/POLICY"
1208,002,GSAPPCOREIII_,2019,HILARY SAMPLE,ADAM FRAMPTON,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8275,-73.9092,./pages/2019_GSAPPCOREIII_002.jpg,,
1209,003,GSAPPCOREIII_,2019,HILARY SAMPLE,ADAM FRAMPTON,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8285,-73.9086,./pages/2019_GSAPPCOREIII_003.jpg,,
1210,004,GSAPPCOREIII_,2019,HILARY SAMPLE,ADAM FRAMPTON,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8304,-73.9072,./pages/2019_GSAPPCOREIII_004.jpg,,
1211,005,GSAPPCOREIII_,2019,HILARY SAMPLE,ADAM FRAMPTON,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8272,-73.9082,./pages/2019_GSAPPCOREIII_005.jpg,,
1212,006,GSAPPCOREIII_,2019,HILARY SAMPLE,BENJAMIN CADENA,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8287,-73.9095,./pages/2019_GSAPPCOREIII_006.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, GOV. AGENCY PARTNERSHIP, SITE ANALYSIS, FINANCE/POLICY"
1213,007,GSAPPCOREIII_,2019,HILARY SAMPLE,BENJAMIN CADENA,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8295,-73.9070,./pages/2019_GSAPPCOREIII_007.jpg,,
1214,008,GSAPPCOREIII_,2019,HILARY SAMPLE,BENJAMIN CADENA,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8295,-73.9060,./pages/2019_GSAPPCOREIII_008.jpg,,
1215,009,GSAPPCOREIII_,2019,HILARY SAMPLE,BENJAMIN CADENA,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8246,-73.9101,./pages/2019_GSAPPCOREIII_009.jpg,,
1216,010,GSAPPCOREIII_,2019,HILARY SAMPLE,DAISY AMES,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8298,-73.9068,./pages/2019_GSAPPCOREIII_010.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, GOV. AGENCY PARTNERSHIP, SITE ANALYSIS, FINANCE/POLICY"
1217,011,GSAPPCOREIII_,2019,HILARY SAMPLE,DAISY AMES,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8250,-73.9096,./pages/2019_GSAPPCOREIII_011.jpg,,
1218,012,GSAPPCOREIII_,2019,HILARY SAMPLE,DAISY AMES,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8273,-73.9075,./pages/2019_GSAPPCOREIII_012.jpg,,
1219,013,GSAPPCOREIII_,2019,HILARY SAMPLE,DAISY AMES,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8288,-73.9057,./pages/2019_GSAPPCOREIII_013.jpg,,
1220,014,GSAPPCOREIII_,2019,HILARY SAMPLE,DAISY AMES,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8284,-73.9098,./pages/2019_GSAPPCOREIII_014.jpg,,
1221,015,GSAPPCOREIII_,2019,HILARY SAMPLE,ERIC BUNGE,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8247,-73.9088,./pages/2019_GSAPPCOREIII_015.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, GOV. AGENCY PARTNERSHIP, SITE ANALYSIS, FINANCE/POLICY"
1222,016,GSAPPCOREIII_,2019,HILARY SAMPLE,ERIC BUNGE,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8277,-73.9102,./pages/2019_GSAPPCOREIII_016.jpg,,
1223,017,GSAPPCOREIII_,2019,HILARY SAMPLE,ERIC BUNGE,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8288,-73.9066,./pages/2019_GSAPPCOREIII_017.jpg,,
1224,018,GSAPPCOREIII_,2019,HILARY SAMPLE,ERIC BUNGE,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8272,-73.9059,./pages/2019_GSAPPCOREIII_018.jpg,,
1225,019,GSAPPCOREIII_,2019,HILARY SAMPLE,GABRIELA ETCHEGARAY,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8275,-73.9046,./pages/2019_GSAPPCOREIII_019.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, GOV. AGENCY PARTNERSHIP, SITE ANALYSIS, FINANCE/POLICY"
1226,020,GSAPPCOREIII_,2019,HILARY SAMPLE,GABRIELA ETCHEGARAY,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8265,-73.9064,./pages/2019_GSAPPCOREIII_020.jpg,,
1227,021,GSAPPCOREIII_,2019,HILARY SAMPLE,GABRIELA ETCHEGARAY,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8283,-73.9082,./pages/2019_GSAPPCOREIII_021.jpg,,
1228,022,GSAPPCOREIII_,2019,HILARY SAMPLE,GABRIELA ETCHEGARAY,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8265,-73.9048,./pages/2019_GSAPPCOREIII_022.jpg,,
1229,023,GSAPPCOREIII_,2019,HILARY SAMPLE,GABRIELA ETCHEGARAY,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8288,-73.9088,./pages/2019_GSAPPCOREIII_023.jpg,,
1230,024,GSAPPCOREIII_,2019,HILARY SAMPLE,GABRIELA ETCHEGARAY,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8284,-73.9062,./pages/2019_GSAPPCOREIII_024.jpg,,
1231,025,GSAPPCOREIII_,2019,HILARY SAMPLE,GABRIELA ETCHEGARAY,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8266,-73.9069,./pages/2019_GSAPPCOREIII_025.jpg,,
1232,026,GSAPPCOREIII_,2019,HILARY SAMPLE,GALIA SOLOMONOFF,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8261,-73.9082,./pages/2019_GSAPPCOREIII_026.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, GOV. AGENCY PARTNERSHIP, SITE ANALYSIS, FINANCE/POLICY"
1233,027,GSAPPCOREIII_,2019,HILARY SAMPLE,GALIA SOLOMONOFF,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8251,-73.9059,./pages/2019_GSAPPCOREIII_027.jpg,,
1234,028,GSAPPCOREIII_,2019,HILARY SAMPLE,GALIA SOLOMONOFF,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8305,-73.9095,./pages/2019_GSAPPCOREIII_028.jpg,,
1235,029,GSAPPCOREIII_,2019,HILARY SAMPLE,GALIA SOLOMONOFF,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8272,-73.9095,./pages/2019_GSAPPCOREIII_029.jpg,,
1236,030,GSAPPCOREIII_,2019,HILARY SAMPLE,GALIA SOLOMONOFF,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8285,-73.9103,./pages/2019_GSAPPCOREIII_030.jpg,,
1237,031,GSAPPCOREIII_,2019,HILARY SAMPLE,GALIA SOLOMONOFF,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8281,-73.9065,./pages/2019_GSAPPCOREIII_031.jpg,,
1238,032,GSAPPCOREIII_,2019,HILARY SAMPLE,HILARY SAMPLE,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8305,-73.9094,./pages/2019_GSAPPCOREIII_032.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, GOV. AGENCY PARTNERSHIP, SITE ANALYSIS, FINANCE/POLICY"
1239,033,GSAPPCOREIII_,2019,HILARY SAMPLE,HILARY SAMPLE,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8283,-73.9095,./pages/2019_GSAPPCOREIII_033.jpg,,
1240,034,GSAPPCOREIII_,2019,HILARY SAMPLE,HILARY SAMPLE,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8266,-73.9061,./pages/2019_GSAPPCOREIII_034.jpg,,
1241,035,GSAPPCOREIII_,2019,HILARY SAMPLE,HILARY SAMPLE,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8290,-73.9076,./pages/2019_GSAPPCOREIII_035.jpg,,
1242,036,GSAPPCOREIII_,2019,HILARY SAMPLE,MARIO GOODEN,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8274,-73.9065,./pages/2019_GSAPPCOREIII_036.jpg,,"MIXED-USE, PRECEDENT STUDY, SHARED SITE, TYPOLOGY, HIGH DENSITY, LONG, GRAPPLING WITH GENERIC, GOV. AGENCY PARTNERSHIP, SITE ANALYSIS, FINANCE/POLICY"
1243,037,GSAPPCOREIII_,2019,HILARY SAMPLE,MARIO GOODEN,,MELROSE,BRONX,"MELROSE, BRONX",40.8245,-73.9104,40.8257,-73.9045,./pages/2019_GSAPPCOREIII_037.jpg,,
